rdt_id,cause_group,rdt_lines,start_hour,day_of_week,month,is_weekend,number_of_affected_stations,number_of_affected_lines,long_disruption
60075,infrastructure,"Groningen - Zwolle, Leeuwarden - Zwolle",6,Tuesday,5,0,2,2.0,0
60076,unknown,"Groningen - Zwolle, Leeuwarden - Zwolle",8,Tuesday,5,0,2,2.0,1
60077,accidents,"Alkmaar - Den Helder, Alkmaar - Hoorn",9,Tuesday,5,0,3,2.0,1
60078,external,Amersfoort - Utrecht Centraal,10,Tuesday,5,0,5,1.0,0
60079,rolling stock,Amersfoort - Zwolle,10,Tuesday,5,0,7,1.0,0
60080,rolling stock,'s-Hertogenbosch - Nijmegen,10,Tuesday,5,0,2,1.0,0
60081,rolling stock,Haarlem - Leiden Centraal,10,Tuesday,5,0,5,1.0,0
60082,accidents,Amersfoort - Zwolle,10,Tuesday,5,0,4,1.0,1
60083,rolling stock,'s-Hertogenbosch - Utrecht Centraal,12,Tuesday,5,0,3,1.0,1
60084,rolling stock,Amsterdam Centraal - Utrecht Centraal,12,Tuesday,5,0,11,1.0,1
60085,infrastructure,Almelo - Zwolle,13,Tuesday,5,0,2,1.0,1
60086,external,Alphen a/d Rijn - Gouda,15,Tuesday,5,0,7,1.0,0
60088,external,Amsterdam Centraal - Haarlem,15,Tuesday,5,0,4,1.0,0
60089,external,Groningen - Veendam,15,Tuesday,5,0,2,1.0,0
60090,rolling stock,Breda - Rotterdam Centraal (HSL),17,Tuesday,5,0,2,1.0,0
60092,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",17,Tuesday,5,0,7,3.0,0
60093,rolling stock,Almelo - Zwolle,18,Tuesday,5,0,5,1.0,0
60094,infrastructure,'s-Hertogenbosch - Nijmegen,19,Tuesday,5,0,7,1.0,1
60095,external,Amsterdam Centraal - Haarlem,20,Tuesday,5,0,5,1.0,1
60098,rolling stock,Aachen Hbf - Heerlen,7,Wednesday,5,0,4,1.0,0
60099,infrastructure,Tiel - Utrecht Centraal,8,Wednesday,5,0,3,1.0,1
60101,rolling stock,Heerlen - Maastricht,10,Wednesday,5,0,5,1.0,0
60102,infrastructure,Rhenen - Utrecht Centraal,12,Wednesday,5,0,6,1.0,0
60104,infrastructure,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",12,Wednesday,5,0,7,2.0,0
60105,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",12,Wednesday,5,0,18,8.0,1
60106,rolling stock,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",13,Wednesday,5,0,15,3.0,1
60107,rolling stock,Breda - Rotterdam Centraal (HSL),14,Wednesday,5,0,2,1.0,1
60108,infrastructure,"'s-Hertogenbosch - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Tiel - Utrecht Centraal",14,Wednesday,5,0,2,4.0,0
60109,infrastructure,Enkhuizen - Hoorn,17,Wednesday,5,0,3,1.0,1
60110,rolling stock,Maastricht - Sittard,23,Wednesday,5,0,5,1.0,0
60112,external,'s-Hertogenbosch - Tilburg,8,Thursday,5,0,2,1.0,1
60115,rolling stock,Apeldoorn - Deventer,15,Thursday,5,0,4,1.0,1
60116,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",17,Thursday,5,0,18,8.0,0
60117,rolling stock,"Almelo - Mariënberg, Emmen - Zwolle",17,Thursday,5,0,6,2.0,1
60118,rolling stock,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",17,Thursday,5,0,15,3.0,0
60119,rolling stock,Schiphol Airport - Utrecht Centraal,21,Thursday,5,0,9,1.0,0
60120,external,Groningen - Zwolle,22,Thursday,5,0,2,1.0,0
60121,rolling stock,Schiphol Airport - Utrecht Centraal,22,Thursday,5,0,3,1.0,0
60122,rolling stock,Amersfoort - Apeldoorn,6,Friday,5,0,2,1.0,0
60123,infrastructure,Groningen - Leeuwarden,6,Friday,5,0,2,1.0,1
60124,rolling stock,Breda - Rotterdam Centraal (HSL),7,Friday,5,0,2,1.0,0
60125,rolling stock,Eindhoven - Venlo,9,Friday,5,0,2,1.0,0
60126,rolling stock,Eindhoven - Venlo,11,Friday,5,0,2,1.0,0
60127,rolling stock,Amsterdam Centraal - Woerden,13,Friday,5,0,2,1.0,0
60128,rolling stock,Emmen - Zwolle,13,Friday,5,0,2,1.0,1
60129,accidents,Heerlen - Sittard,13,Friday,5,0,7,1.0,1
60130,rolling stock,Antwerpen-Centraal - Roosendaal,13,Friday,5,0,2,1.0,0
60131,infrastructure,Amsterdam Centraal - Haarlem,15,Friday,5,0,4,1.0,1
60132,infrastructure,Groningen - Eemshaven,17,Friday,5,0,4,1.0,1
60133,infrastructure,Groningen - Leeuwarden,20,Friday,5,0,2,1.0,1
60134,rolling stock,Leiden Centraal - Schiphol Airport,20,Friday,5,0,4,1.0,0
60135,engineering work,Eindhoven - Roermond,9,Saturday,5,1,5,1.0,0
60136,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",12,Saturday,5,1,2,2.0,0
60137,infrastructure,"Almelo - Deventer, Almelo - Zwolle",14,Saturday,5,1,2,2.0,0
60138,rolling stock,Amsterdam Centraal - Hoorn,17,Saturday,5,1,5,1.0,0
60139,infrastructure,Amsterdam Centraal - Haarlem,18,Saturday,5,1,4,1.0,1
60140,rolling stock,Groningen - Zwolle,20,Saturday,5,1,4,1.0,0
60141,external,"'s-Hertogenbosch - Utrecht Centraal, Almere Oostvaarders - Utrecht Centraal, Amersfoort - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Baarn - Utrecht Centraal, Den Haag Centraal - Utrecht Centraal, Hilversum - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal, Tiel - Utrecht Centraal, Utrecht Centraal - Utrecht Maliebaan",21,Saturday,5,1,3,14.0,1
60142,infrastructure,Delfzijl - Groningen,6,Sunday,6,1,7,1.0,1
60143,staff,Aachen Hbf - Heerlen,7,Sunday,6,1,6,1.0,1
60144,rolling stock,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",12,Sunday,6,1,2,2.0,0
60145,staff,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",13,Sunday,6,1,7,3.0,1
60146,infrastructure,'s-Hertogenbosch - Eindhoven,14,Sunday,6,1,3,1.0,1
60147,unknown,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",15,Sunday,6,1,2,2.0,0
60148,rolling stock,Amsterdam Centraal - Utrecht Centraal,15,Sunday,6,1,11,1.0,0
60149,rolling stock,Dordrecht - Rotterdam Centraal,15,Sunday,6,1,8,1.0,0
60150,external,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",17,Sunday,6,1,8,2.0,1
60151,rolling stock,Liège-Guillemins - Maastricht,21,Sunday,6,1,3,1.0,1
60152,infrastructure,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",21,Sunday,6,1,3,2.0,1
60153,infrastructure,Schiphol Airport - Utrecht Centraal,22,Sunday,6,1,3,1.0,1
60154,engineering work,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",2,Monday,6,0,4,2.0,1
60155,engineering work,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal",2,Monday,6,0,24,3.0,0
60156,staff,Aachen Hbf - Heerlen,2,Monday,6,0,6,1.0,1
60158,infrastructure,Almelo - Deventer,6,Monday,6,0,5,1.0,0
60159,rolling stock,Amersfoort - Schiphol Airport,7,Monday,6,0,10,1.0,0
60160,rolling stock,Leiden Centraal - Schiphol Airport,7,Monday,6,0,4,1.0,0
60161,rolling stock,Schiphol Airport - Utrecht Centraal,7,Monday,6,0,5,1.0,0
60162,rolling stock,'s-Hertogenbosch - Nijmegen,7,Monday,6,0,5,1.0,0
60163,rolling stock,"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport",8,Monday,6,0,5,2.0,0
60164,infrastructure,Almelo - Deventer,8,Monday,6,0,5,1.0,1
60165,infrastructure,Almelo - Zwolle,9,Monday,6,0,2,1.0,1
60166,unknown,Eindhoven - Roermond,10,Monday,6,0,2,1.0,0
60167,infrastructure,Almelo - Deventer,10,Monday,6,0,5,1.0,1
60168,infrastructure,"Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)",11,Monday,6,0,2,2.0,1
60171,rolling stock,Almere Oostvaarders - Utrecht Centraal,11,Monday,6,0,8,1.0,0
60172,infrastructure,Nijmegen - Venlo,13,Monday,6,0,2,1.0,0
60174,infrastructure,Amersfoort - Zwolle,15,Monday,6,0,3,1.0,1
60175,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),15,Monday,6,0,2,1.0,0
60177,external,Breda - Tilburg,18,Monday,6,0,5,1.0,0
60178,rolling stock,"Dortmund Hbf - Enschede, Enschede - Gronau (Westf.), Enschede - Münster (Westf.) Hbf",19,Monday,6,0,4,3.0,1
60179,external,Arnhem Centraal - Zutphen,20,Monday,6,0,3,1.0,0
60180,rolling stock,Breda - Rotterdam Centraal (HSL),20,Monday,6,0,2,1.0,0
60181,accidents,Breda - Roosendaal,21,Monday,6,0,3,1.0,1
60182,rolling stock,"Breda - Dordrecht, Dordrecht - Roosendaal",22,Monday,6,0,3,2.0,0
60183,external,Eindhoven - Tilburg,10,Tuesday,6,0,3,1.0,0
60185,rolling stock,Roosendaal - Vlissingen,11,Tuesday,6,0,11,1.0,0
60188,external,"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",14,Tuesday,6,0,4,3.0,0
60189,external,Leiden Centraal - Utrecht Centraal,15,Tuesday,6,0,2,1.0,1
60190,external,Groningen - Veendam,17,Tuesday,6,0,7,1.0,0
60191,external,"Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)",17,Tuesday,6,0,9,2.0,0
60192,rolling stock,Lelystad Centrum - Zwolle,18,Tuesday,6,0,4,1.0,0
60193,rolling stock,Hengelo - Zutphen,18,Tuesday,6,0,3,1.0,1
60194,external,Leiden Centraal - Schiphol Airport,21,Tuesday,6,0,4,1.0,0
60195,rolling stock,Den Haag Centraal - Utrecht Centraal,21,Tuesday,6,0,8,1.0,0
60196,external,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",21,Tuesday,6,0,2,2.0,0
60197,external,Schiphol Airport - Utrecht Centraal,21,Tuesday,6,0,5,1.0,0
60198,rolling stock,Roermond - Venlo,23,Tuesday,6,0,5,1.0,0
60199,rolling stock,'s-Hertogenbosch - Tilburg,0,Wednesday,6,0,2,1.0,0
60200,accidents,Haarlem - Leiden Centraal,6,Wednesday,6,0,5,1.0,1
60201,accidents,Den Haag Centraal - Leiden Centraal,6,Wednesday,6,0,6,1.0,1
60202,accidents,"Almere Oostvaarders - Utrecht Centraal, Hilversum - Utrecht Centraal",7,Wednesday,6,0,5,2.0,1
60203,rolling stock,"Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland)",9,Wednesday,6,0,3,2.0,0
60204,rolling stock,Amersfoort - Zwolle,9,Wednesday,6,0,2,1.0,0
60205,external,"Dortmund Hbf - Enschede, Enschede - Gronau (Westf.), Enschede - Münster (Westf.) Hbf",12,Wednesday,6,0,4,3.0,1
60206,infrastructure,Almelo - Zwolle,12,Wednesday,6,0,3,1.0,1
60207,rolling stock,Den Haag Centraal - Leiden Centraal,13,Wednesday,6,0,2,1.0,0
60208,external,Leiden Centraal - Schiphol Airport,15,Wednesday,6,0,5,1.0,0
60209,external,Groningen - Eemshaven,16,Wednesday,6,0,5,1.0,0
60210,external,Emmen - Zwolle,16,Wednesday,6,0,4,1.0,0
60211,rolling stock,"Groningen - Zwolle, Leeuwarden - Zwolle",17,Wednesday,6,0,2,2.0,0
60212,external,Alphen a/d Rijn - Gouda,18,Wednesday,6,0,7,1.0,0
60213,accidents,'s-Hertogenbosch - Tilburg,19,Wednesday,6,0,2,1.0,0
60214,rolling stock,Almelo - Mariënberg,7,Thursday,6,0,6,1.0,1
60215,rolling stock,Amersfoort - Zwolle,8,Thursday,6,0,2,1.0,1
60216,infrastructure,Leiden Centraal - Utrecht Centraal,9,Thursday,6,0,3,1.0,0
60217,rolling stock,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam",10,Thursday,6,0,2,7.0,1
60218,rolling stock,"Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal",11,Thursday,6,0,13,4.0,0
60219,rolling stock,Den Haag Centraal - Leiden Centraal,11,Thursday,6,0,6,1.0,0
60220,rolling stock,Eindhoven - Roermond,11,Thursday,6,0,2,1.0,0
60221,rolling stock,"Amsterdam Centraal - Hoorn, Enkhuizen - Hoorn",12,Thursday,6,0,3,2.0,0
60222,rolling stock,Eindhoven - Roermond,13,Thursday,6,0,5,1.0,1
60223,rolling stock,"Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",14,Thursday,6,0,3,2.0,0
60224,external,Amsterdam Centraal - Hoorn,14,Thursday,6,0,5,1.0,0
60225,unknown,Groningen - Zwolle,14,Thursday,6,0,3,1.0,0
60226,rolling stock,"Eindhoven - Venlo, Nijmegen - Venlo",15,Thursday,6,0,2,2.0,0
60227,rolling stock,Breda - Rotterdam Centraal (HSL),15,Thursday,6,0,2,1.0,1
60229,staff,Amsterdam Centraal - Schiphol Airport,3,Friday,6,0,4,1.0,1
60230,staff,"'s-Hertogenbosch - Utrecht Centraal, Almere Oostvaarders - Utrecht Centraal, Amersfoort - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Baarn - Utrecht Centraal, Den Haag Centraal - Utrecht Centraal, Hilversum - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal, Tiel - Utrecht Centraal, Utrecht Centraal - Utrecht Maliebaan",4,Friday,6,0,3,14.0,1
60234,staff,"'s-Hertogenbosch - Eindhoven, Eindhoven - Roermond, Eindhoven - Tilburg, Eindhoven - Venlo",4,Friday,6,0,2,4.0,1
60235,staff,"Almelo - Zwolle, Amersfoort - Zwolle, Deventer - Zwolle, Emmen - Zwolle, Groningen - Zwolle, Kampen - Zwolle, Leeuwarden - Zwolle, Lelystad Centrum - Zwolle",4,Friday,6,0,3,8.0,1
60236,staff,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Innsbruck Hbf, Arnhem Centraal - Nijmegen, Arnhem Centraal - Tiel, Arnhem Centraal - Utrecht Centraal, Arnhem Centraal - Wien Hbf, Arnhem Centraal - Winterswijk, Arnhem Centraal - Zutphen, Arnhem Centraal - Zürich HB",4,Friday,6,0,2,11.0,1
60237,staff,"Antwerpen-Centraal - Roosendaal, Breda - Roosendaal, Dordrecht - Roosendaal, Roosendaal - Vlissingen",4,Friday,6,0,2,4.0,1
60238,staff,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Nijmegen, 's-Hertogenbosch - Tilburg, 's-Hertogenbosch - Utrecht Centraal",4,Friday,6,0,1,4.0,1
60239,staff,"Heerlen - Sittard, Maastricht - Sittard, Roermond - Sittard",4,Friday,6,0,2,3.0,1
60240,staff,"Alphen a/d Rijn - Gouda, Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",4,Friday,6,0,2,3.0,1
60241,staff,"Antwerpen-Centraal - Brussels Airport-Zaventem, Antwerpen-Centraal - Roosendaal, Brussel-Zuid/Midi - Brussels Airport-Zaventem, Brussel-Zuid/Midi - Rotterdam Centraal (HSL), Dordrecht - Roosendaal, Dordrecht - Rotterdam Centraal, Paris-Nord - Rotterdam Centraal (HSL)",4,Friday,6,0,51,7.0,1
60242,infrastructure,Leeuwarden - Stavoren,9,Friday,6,0,4,1.0,1
60243,engineering work,Dordrecht - Roosendaal,22,Friday,6,0,4,1.0,1
60245,accidents,Schiphol Airport - Utrecht Centraal,8,Saturday,6,1,11,1.0,1
60246,infrastructure,Maastricht - Sittard,9,Saturday,6,1,5,1.0,1
60247,infrastructure,Roermond - Sittard,9,Saturday,6,1,4,1.0,0
60248,rolling stock,Arnhem Centraal - Zutphen,10,Saturday,6,1,6,1.0,1
60250,rolling stock,Roosendaal - Vlissingen,13,Saturday,6,1,2,1.0,0
60251,external,Heerlen - Sittard,17,Saturday,6,1,7,1.0,1
60252,external,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal",18,Saturday,6,1,8,2.0,0
60253,rolling stock,Eindhoven - Venlo,20,Saturday,6,1,6,1.0,0
60254,external,Maastricht - Sittard,21,Saturday,6,1,5,1.0,1
60256,accidents,Apeldoorn - Deventer,23,Saturday,6,1,4,1.0,0
60257,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",7,Sunday,6,1,3,3.0,1
60258,rolling stock,"Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal",9,Sunday,6,1,5,2.0,0
60259,infrastructure,Almelo - Zwolle,10,Sunday,6,1,2,1.0,1
60261,external,Breda - Dordrecht,16,Sunday,6,1,3,1.0,0
60262,infrastructure,Almelo - Zwolle,16,Sunday,6,1,2,1.0,1
60264,staff,Aachen Hbf - Heerlen,7,Monday,6,0,6,1.0,1
60265,weather,Amsterdam Centraal - Woerden,8,Monday,6,0,2,1.0,0
60266,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",8,Monday,6,0,4,2.0,0
60267,infrastructure,Deventer - Zwolle,9,Monday,6,0,3,1.0,1
60268,unknown,'s-Hertogenbosch - Nijmegen,10,Monday,6,0,6,1.0,1
60270,infrastructure,Almelo - Zwolle,14,Monday,6,0,2,1.0,1
60272,rolling stock,"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",18,Monday,6,0,4,3.0,0
60273,rolling stock,Breda - Rotterdam Centraal (HSL),18,Monday,6,0,2,1.0,0
60274,infrastructure,Den Haag Centraal - Utrecht Centraal,19,Monday,6,0,13,1.0,1
60275,infrastructure,Rotterdam Centraal - Utrecht Centraal,19,Monday,6,0,12,1.0,1
60276,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden, Schiphol Airport - Utrecht Centraal",21,Monday,6,0,4,3.0,0
60277,rolling stock,Roosendaal - Vlissingen,21,Monday,6,0,6,1.0,0
60278,infrastructure,Almelo - Zwolle,21,Monday,6,0,2,1.0,1
60279,infrastructure,"Antwerpen-Centraal - Breda (HSL), Breda - Rotterdam Centraal (HSL)",21,Monday,6,0,3,2.0,0
60280,staff,"'s-Hertogenbosch - Utrecht Centraal, Almere Oostvaarders - Utrecht Centraal, Amersfoort - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal, Arnhem Centraal - Utrecht Centraal, Baarn - Utrecht Centraal, Den Haag Centraal - Utrecht Centraal, Hilversum - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal, Tiel - Utrecht Centraal, Utrecht Centraal - Utrecht Maliebaan",4,Tuesday,6,0,3,14.0,1
60281,staff,"Alkmaar - Amsterdam Centraal, Alkmaar - Den Helder, Alkmaar - Hoorn",4,Tuesday,6,0,3,3.0,1
60282,staff,"Alkmaar - Amsterdam Centraal, Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Haarlem, Amsterdam Centraal - Hoorn, Amsterdam Centraal - Lelystad Centrum, Amsterdam Centraal - Schiphol Airport, Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",4,Tuesday,6,0,3,8.0,1
60283,staff,"Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag Centraal - Utrecht Centraal",4,Tuesday,6,0,2,3.0,1
60284,staff,"Breda - Rotterdam Centraal (HSL), Brussel-Zuid/Midi - Rotterdam Centraal (HSL), Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal, Paris-Nord - Rotterdam Centraal (HSL), Rotterdam Centraal - Schiphol Airport (HSL), Rotterdam Centraal - Utrecht Centraal",4,Tuesday,6,0,2,7.0,1
60285,staff,"Amersfoort - Amsterdam Centraal, Amersfoort - Apeldoorn, Amersfoort - Ede-Wageningen, Amersfoort - Schiphol Airport, Amersfoort - Utrecht Centraal, Amersfoort - Zwolle",4,Tuesday,6,0,3,6.0,1
60286,staff,"Almelo - Hengelo, Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Enschede - Hengelo, Hengelo - Oldenzaal, Hengelo - Zutphen",4,Tuesday,6,0,1,6.0,1
60287,staff,"'s-Hertogenbosch - Eindhoven, Eindhoven - Roermond, Eindhoven - Tilburg, Eindhoven - Venlo",4,Tuesday,6,0,2,4.0,1
60288,staff,"Almelo - Zwolle, Amersfoort - Zwolle, Deventer - Zwolle, Emmen - Zwolle, Groningen - Zwolle, Kampen - Zwolle, Leeuwarden - Zwolle, Lelystad Centrum - Zwolle",4,Tuesday,6,0,3,8.0,1
60289,staff,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Innsbruck Hbf, Arnhem Centraal - Nijmegen, Arnhem Centraal - Tiel, Arnhem Centraal - Utrecht Centraal, Arnhem Centraal - Wien Hbf, Arnhem Centraal - Winterswijk, Arnhem Centraal - Zutphen, Arnhem Centraal - Zürich HB",4,Tuesday,6,0,2,11.0,1
60290,staff,"Antwerpen-Centraal - Roosendaal, Breda - Roosendaal, Dordrecht - Roosendaal, Roosendaal - Vlissingen",4,Tuesday,6,0,2,4.0,1
60291,staff,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Nijmegen, 's-Hertogenbosch - Tilburg, 's-Hertogenbosch - Utrecht Centraal",4,Tuesday,6,0,1,4.0,1
60292,staff,"Heerlen - Sittard, Maastricht - Sittard, Roermond - Sittard",4,Tuesday,6,0,2,3.0,1
60293,staff,"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport",4,Tuesday,6,0,5,2.0,1
60294,infrastructure,Almelo - Zwolle,9,Tuesday,6,0,2,1.0,1
60295,external,Leiden Centraal - Schiphol Airport,17,Tuesday,6,0,2,1.0,0
60296,engineering work,Breda - Roosendaal,5,Wednesday,6,0,3,1.0,1
60297,rolling stock,Amersfoort - Zwolle,7,Wednesday,6,0,2,1.0,0
60298,rolling stock,"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport",7,Wednesday,6,0,5,2.0,1
60299,rolling stock,Amersfoort - Zwolle,7,Wednesday,6,0,9,1.0,0
60300,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),7,Wednesday,6,0,2,1.0,0
60301,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",8,Wednesday,6,0,3,2.0,1
60302,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),8,Wednesday,6,0,2,1.0,1
60303,rolling stock,Lelystad Centrum - Schiphol Airport,8,Wednesday,6,0,13,1.0,0
60304,infrastructure,'s-Hertogenbosch - Nijmegen,9,Wednesday,6,0,5,1.0,1
60307,rolling stock,Dordrecht - Roosendaal,11,Wednesday,6,0,6,1.0,0
60308,rolling stock,"Groningen - Zwolle, Leeuwarden - Zwolle",12,Wednesday,6,0,2,2.0,0
60309,rolling stock,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",13,Wednesday,6,0,4,2.0,0
60310,infrastructure,Nijmegen - Venlo,14,Wednesday,6,0,2,1.0,1
60311,external,"Breda - Dordrecht, Dordrecht - Roosendaal",15,Wednesday,6,0,3,2.0,0
60314,rolling stock,"Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",21,Wednesday,6,0,4,2.0,0
60315,accidents,Eindhoven - Roermond,21,Wednesday,6,0,2,1.0,1
60316,staff,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",3,Thursday,6,0,7,3.0,1
60317,rolling stock,Roosendaal - Vlissingen,8,Thursday,6,0,11,1.0,0
60318,rolling stock,Leiden Centraal - Utrecht Centraal,8,Thursday,6,0,3,1.0,0
60320,external,"Alkmaar - Den Helder, Alkmaar - Hoorn",9,Thursday,6,0,2,2.0,0
60321,accidents,Dordrecht - Roosendaal,9,Thursday,6,0,4,1.0,0
60322,infrastructure,Breda - Rotterdam Centraal (HSL),12,Thursday,6,0,2,1.0,1
60323,infrastructure,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",13,Thursday,6,0,3,3.0,0
60324,infrastructure,'s-Hertogenbosch - Tilburg,15,Thursday,6,0,2,1.0,0
60325,rolling stock,Amersfoort - Ede-Wageningen,15,Thursday,6,0,8,1.0,0
60326,infrastructure,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",16,Thursday,6,0,7,3.0,1
60327,rolling stock,Haarlem - Leiden Centraal,16,Thursday,6,0,3,1.0,1
60328,rolling stock,Breda - Roosendaal,19,Thursday,6,0,3,1.0,0
60329,accidents,Groningen - Zwolle,21,Thursday,6,0,2,1.0,1
60330,rolling stock,Arnhem Centraal - Tiel,22,Thursday,6,0,6,1.0,0
60331,staff,"Almelo - Zwolle, Amersfoort - Zwolle, Deventer - Zwolle, Emmen - Zwolle, Groningen - Zwolle, Kampen - Zwolle, Leeuwarden - Zwolle, Lelystad Centrum - Zwolle",3,Friday,6,0,3,8.0,1
60332,staff,"Arnhem Centraal - Zutphen, Deventer - Zutphen, Deventer - Zwolle",3,Friday,6,0,7,3.0,1
60333,staff,Amersfoort - Zwolle,3,Friday,6,0,9,1.0,1
60334,staff,"Almelo - Deventer, Almelo - Hengelo, Amersfoort - Apeldoorn, Apeldoorn - Deventer, Enschede - Hengelo",3,Friday,6,0,15,5.0,1
60335,staff,"Antwerpen-Centraal - Roosendaal, Breda - Roosendaal, Dordrecht - Roosendaal, Roosendaal - Vlissingen",3,Friday,6,0,2,4.0,1
60336,staff,Dordrecht - Roosendaal,3,Friday,6,0,4,1.0,1
